rule_level,hour_of_day,day_of_week,failed_logins,src_ip_is_internal,src_ip_reputation,agent_os,event_count_1h,is_fim_event,has_mitre_tag,label
11,5,0,0,0,70,1,5070,0,1,1
10,2,1,0,0,87,2,1230,0,1,1
11,5,0,0,0,60,0,1390,0,1,1
6,18,4,0,1,0,1,10,0,0,0
13,3,3,0,0,66,1,2860,0,1,1
2,13,0,0,1,9,1,10,0,0,0
5,0,1,0,0,81,1,1120,0,1,1
13,2,1,0,0,64,1,2570,0,0,1
11,1,4,0,0,93,1,10,0,0,1
10,3,1,0,0,79,1,5110,0,1,1
12,18,1,0,0,63,2,2700,0,1,1
13,0,3,0,0,53,2,5110,0,0,1
11,1,0,0,0,81,1,5110,0,1,1
13,23,5,0,0,61,2,5110,0,0,1
12,21,2,0,0,51,2,5110,0,0,1
1,8,2,0,0,17,1,110,0,0,0
14,0,5,0,0,57,0,40,0,1,1
13,18,4,0,0,79,2,5110,0,1,1
9,1,2,0,0,77,0,5110,0,1,1
10,3,3,0,0,64,2,5110,0,1,1
10,21,3,0,0,61,0,5110,0,0,1
13,5,3,0,0,90,1,2520,0,1,1
1,7,3,0,1,2,0,30,0,0,0
11,19,2,0,0,92,1,5110,0,1,1
11,5,1,0,0,89,1,1500,0,0,1
9,18,2,0,0,68,1,5110,0,1,1
10,19,5,0,0,84,0,5110,0,1,1
13,3,3,0,1,57,0,2400,0,0,1
5,5,4,0,0,74,0,570,0,1,1
8,16,2,0,1,3,2,980,0,0,0
6,19,2,0,0,56,1,5100,0,0,1
3,20,6,0,0,72,1,1350,0,0,1
10,20,3,0,0,55,2,5110,0,0,1
13,1,0,0,0,74,0,4560,0,1,1
10,19,0,0,0,93,0,2430,0,1,1
12,19,1,0,0,85,0,5110,0,1,1
6,22,6,0,0,90,2,5110,0,1,1
11,4,5,0,0,63,2,5110,0,1,1
9,5,3,0,0,67,2,5110,0,1,1
11,2,5,0,1,67,2,1290,0,1,1
12,1,3,0,0,53,0,5100,0,0,1
13,2,6,0,1,63,2,2600,0,1,1
11,0,1,0,0,95,1,2350,0,1,1
11,1,5,0,1,88,2,2450,0,1,1
12,22,0,0,0,81,1,5110,0,1,1
11,21,5,0,0,55,2,5110,0,0,1
9,4,6,0,0,79,2,5110,0,1,1
14,19,4,0,0,78,1,30,0,1,1
10,20,4,0,0,77,2,5110,0,1,1
8,3,6,0,0,79,0,5110,0,1,1
10,3,1,0,0,99,1,5110,0,1,1
9,20,2,0,0,51,0,5110,0,1,1
12,23,1,0,1,60,2,2380,0,1,1
11,21,0,0,0,76,0,5110,0,1,1
10,3,0,0,0,84,1,5100,0,1,1
10,21,6,0,0,67,2,5110,0,1,1
12,20,4,0,0,92,0,5110,0,0,1
12,19,6,0,0,95,2,5110,0,1,1
9,1,1,0,1,79,2,2170,0,0,1
10,2,0,0,0,52,2,5110,0,1,1
3,15,3,0,0,15,1,30,0,0,0
10,5,4,0,0,70,1,5110,0,1,1
12,20,2,0,0,89,1,5100,0,1,1
13,3,4,0,0,52,0,5110,0,1,1
2,10,2,0,1,3,2,40,0,0,0
11,1,0,0,1,78,2,1940,0,1,1
12,1,1,0,0,68,0,5100,0,1,1
10,22,2,0,0,51,1,2410,0,0,1
11,2,5,0,0,70,2,5110,0,1,1
11,23,0,0,0,60,1,5110,0,1,1
11,20,1,0,0,51,0,2340,0,1,1
5,5,0,0,0,65,0,5110,0,0,1
5,14,0,0,1,2,0,180,0,0,0
12,19,3,0,0,60,1,5110,0,1,1
13,1,3,0,0,59,1,4580,0,1,1
3,4,1,0,0,95,2,5110,0,1,1
13,2,6,0,0,77,2,5110,0,1,1
12,20,6,0,0,99,1,130,0,1,1
11,5,1,0,1,58,0,2620,0,0,1
11,3,0,0,0,88,1,2880,0,0,1
10,0,6,0,0,66,0,1090,0,0,1
5,22,5,0,0,58,1,1460,0,1,1
3,16,2,0,1,2,2,30,0,0,0
2,10,2,0,1,13,1,140,0,0,0
2,10,3,0,0,7,1,40,0,0,0
13,22,2,0,0,99,2,5110,0,1,1
7,21,5,0,0,96,0,5110,0,1,1
7,20,0,0,0,55,2,5110,0,1,1
13,23,0,0,0,52,1,5100,0,1,1
13,21,0,0,0,85,2,4770,0,1,1
10,20,5,0,0,63,2,1330,0,0,1
9,20,3,0,0,83,2,5100,0,1,1
13,4,2,0,0,55,1,5110,0,0,1
11,22,0,0,0,52,0,1380,0,1,1
9,3,0,0,0,61,1,5110,0,1,1
3,10,3,0,1,3,1,60,0,1,0
12,20,5,0,0,82,2,2700,0,0,1
1,18,0,0,1,14,2,300,0,0,0
3,11,3,0,1,15,0,180,0,0,0
9,21,1,0,0,75,2,5110,0,1,1
11,0,0,0,0,94,1,2060,0,1,1
3,14,2,0,1,4,2,10,0,0,0
9,5,3,0,0,88,0,5110,0,0,1
11,5,2,0,0,79,2,5110,0,1,1
13,3,5,0,0,88,0,5100,0,0,1
10,4,5,0,0,65,0,4460,0,1,1
13,5,2,0,0,54,2,5110,0,1,1
9,3,3,0,0,84,1,5110,0,0,1
3,14,0,0,0,5,2,10,0,0,0
5,12,0,0,0,13,0,40,0,0,0
13,1,0,0,0,53,1,5110,0,1,1
12,1,6,0,0,85,2,5110,0,1,1
4,15,3,0,0,10,0,10,0,0,0
3,8,0,0,1,18,1,10,0,0,0
13,1,4,0,0,79,2,5110,0,1,1
3,17,1,0,1,7,0,10,0,0,0
5,3,0,0,0,83,0,10,0,1,1
6,4,5,0,0,50,0,4900,0,1,1
12,22,3,0,0,60,1,2890,0,1,1
8,20,5,0,0,71,2,5110,0,1,1
9,23,3,0,0,91,0,1320,0,1,1
2,9,1,0,1,14,2,180,0,0,0
12,22,5,0,0,73,1,5110,0,1,1
9,22,2,0,0,65,2,5100,0,1,1
9,19,3,0,1,73,0,2840,0,1,1
13,20,0,0,0,63,2,1160,0,1,1
9,23,5,0,0,55,0,5100,0,1,1
11,5,3,0,0,65,1,5110,0,1,1
11,1,0,0,0,51,0,5110,0,0,1
5,9,2,0,1,16,2,300,0,0,0
5,12,4,0,1,18,2,140,0,0,0
9,18,6,0,1,59,2,2490,0,1,1
11,0,2,0,0,97,1,1230,0,1,1
10,21,5,0,0,70,1,4820,0,1,1
4,17,2,0,1,6,1,10,0,0,0
13,20,2,0,0,80,2,5110,0,1,1
1,13,1,0,1,5,1,150,0,0,0
12,5,5,0,0,83,0,2380,0,0,1
4,15,1,0,0,11,0,60,0,0,0
10,18,5,0,0,75,2,5110,0,1,1
8,3,1,0,0,74,0,2220,0,1,1
4,16,4,0,1,6,0,50,0,0,0
9,21,4,0,0,74,2,5110,0,1,1
5,9,1,0,0,14,1,40,0,0,0
9,0,4,0,0,83,0,5110,0,1,1
2,13,3,0,1,19,1,150,0,0,0
13,3,3,0,0,57,0,2050,0,1,1
9,23,3,0,0,56,0,5110,0,1,1
13,21,5,0,0,79,2,4610,0,1,1
9,19,1,0,0,77,2,1320,0,1,1
9,3,5,0,0,79,2,5110,0,0,1
13,3,6,0,0,87,0,5110,0,1,1
11,0,6,0,0,65,2,5110,0,1,1
10,2,5,0,0,70,2,5110,0,0,1
13,1,3,0,0,81,2,5110,0,1,1
2,8,4,0,1,9,1,10,0,0,0
12,1,5,0,0,63,0,4770,0,0,1
12,4,0,0,0,54,0,5110,0,1,1
13,5,3,0,0,68,0,5110,0,1,1
9,0,4,0,0,99,0,5110,0,1,1
3,8,1,0,1,15,2,130,0,0,0
9,20,5,0,0,95,0,5110,0,1,1
1,17,3,0,1,14,1,10,0,0,0
8,3,3,0,0,53,1,5110,0,0,1
11,18,0,0,0,96,2,2240,0,1,1
11,23,2,0,0,66,2,5110,0,1,1
10,5,6,0,0,74,2,5110,0,1,1
5,8,4,0,1,12,1,30,0,0,0
11,23,2,0,0,83,0,2540,0,0,1
13,2,4,0,0,88,1,5110,0,0,1
10,4,2,0,0,53,2,5110,0,1,1
9,0,2,0,0,83,2,5110,0,1,1
9,18,0,0,0,81,2,5110,0,1,1
6,22,6,0,1,94,1,1340,0,0,1
5,17,4,0,1,14,2,70,0,0,0
13,22,5,0,0,70,0,5110,0,1,1
10,19,5,0,0,85,2,5110,0,0,1
13,18,3,0,0,58,1,5110,0,1,1
9,22,3,0,0,55,0,5110,0,1,1
12,21,4,0,1,87,2,2590,0,1,1
9,3,6,0,0,74,0,5110,0,0,1
7,21,2,0,0,55,1,5110,0,1,1
11,18,3,0,0,78,2,5110,0,0,1
12,21,2,0,0,55,2,5110,0,1,1
11,0,0,0,0,89,0,5110,0,0,1
4,10,1,0,1,5,1,20,0,0,0
13,0,5,0,0,74,2,4450,0,1,1
9,12,2,0,1,13,1,20,0,0,0
3,11,0,0,1,7,2,20,0,0,0
5,18,0,0,0,80,1,5110,0,0,1
13,5,5,0,1,73,0,10,0,1,1
7,22,6,0,0,61,2,1400,0,1,1
7,19,4,0,0,78,0,5110,0,1,1
9,5,4,0,0,55,2,5110,0,1,1
11,2,6,0,0,64,1,5110,0,1,1
11,1,5,0,0,77,1,5110,0,1,1
13,1,3,0,0,70,2,5110,0,1,1
5,22,4,0,0,67,0,5110,0,1,1
12,3,0,0,0,82,2,5100,0,0,1
7,18,5,0,0,82,1,5110,0,1,1
12,5,5,0,0,63,0,5090,0,1,1
9,0,2,0,0,63,1,5110,0,1,1
12,21,0,0,0,65,2,5110,0,1,1
1,14,2,0,0,2,0,10,0,0,0
13,5,1,0,0,53,1,5110,0,1,1
9,19,4,0,0,92,1,5110,0,1,1
2,11,4,0,1,10,1,10,0,0,0
11,20,4,0,0,83,2,5110,0,0,1
11,20,4,0,0,94,1,5110,0,1,1
10,4,6,0,0,84,1,4580,0,1,1
10,19,6,0,0,84,1,2230,0,1,1
10,19,4,0,0,58,1,5110,0,1,1
9,18,1,0,0,53,0,1300,0,1,1
9,18,5,0,0,50,0,5110,0,1,1
9,1,2,0,0,73,0,5110,0,1,1
9,18,6,0,0,78,0,5100,0,1,1
1,14,0,0,1,13,2,50,0,0,0
13,5,3,0,0,86,2,5110,0,1,1
4,18,1,0,0,4,1,20,0,0,0
3,9,1,0,1,17,2,10,0,0,0
9,4,6,0,1,61,0,2160,0,1,1
3,5,6,0,0,64,1,1420,0,1,1
12,18,1,0,1,76,2,2350,0,1,1
8,19,6,0,0,76,0,2650,0,1,1
9,22,4,0,1,53,0,1360,0,1,1
11,18,0,0,0,87,0,5110,0,1,1
10,2,1,0,0,62,2,5110,0,0,1
12,20,5,0,0,79,1,1140,0,0,1
10,19,2,0,0,71,1,5110,0,0,1
13,4,3,0,0,94,2,5110,0,1,1
13,19,0,0,0,65,0,5110,0,1,1
12,18,3,0,0,59,0,1290,0,1,1
4,20,5,0,0,73,2,5100,0,1,1
12,21,6,0,0,64,0,4430,0,1,1
11,7,3,0,1,9,2,20,0,0,0
9,4,6,0,0,76,2,5110,0,1,1
6,21,3,0,0,83,1,5110,0,1,1
4,8,0,0,0,18,0,10,0,0,0
2,8,2,0,1,16,2,10,0,0,0
3,10,0,0,0,16,2,120,0,0,0
12,19,3,0,0,76,2,5110,0,1,1
5,22,6,0,0,81,1,5110,0,1,1
5,17,3,0,1,18,1,20,0,0,0
10,3,5,0,0,72,2,5110,0,1,1
5,10,4,0,0,8,2,310,0,0,0
13,21,4,0,0,73,0,5110,0,1,1
11,18,5,0,0,59,2,5110,0,0,1
2,8,4,0,1,0,2,20,0,0,0
5,18,3,0,1,4,2,80,0,0,0
13,0,0,0,0,80,0,5110,0,0,1
5,7,2,0,1,2,0,120,0,0,0
10,23,4,0,0,59,2,2120,0,1,1
6,18,4,0,0,55,2,2480,0,1,1
13,2,4,0,0,60,2,5110,0,1,1
12,22,3,0,0,51,1,1800,0,0,1
9,1,0,0,0,89,0,5110,0,1,1
12,22,3,0,0,51,0,5110,0,1,1
9,2,1,0,0,61,2,2240,0,1,1
10,3,5,0,0,69,2,5110,0,1,1
12,22,0,0,1,54,2,2920,0,1,1
9,2,6,0,0,92,0,5110,0,1,1
9,0,1,0,0,75,0,4560,0,0,1
4,20,3,0,0,82,0,2200,0,1,1
3,9,3,0,1,14,1,10,0,0,0
12,1,2,0,0,83,2,5100,0,0,1
8,0,4,0,1,86,1,2680,0,1,1
12,21,0,0,0,51,1,220,0,1,1
10,1,5,0,0,84,0,5110,0,0,1
5,2,3,0,0,50,2,4560,0,0,1
12,0,0,0,0,52,0,5110,0,1,1
11,0,1,0,0,69,0,5100,0,1,1
11,5,1,0,0,66,0,1440,0,0,1
12,21,2,0,0,68,1,5110,0,1,1
13,3,3,0,0,68,0,1140,0,1,1
1,10,2,0,1,3,0,10,0,0,0
12,20,2,0,0,76,2,5110,0,1,1
6,12,4,0,1,14,1,40,0,0,0
9,22,4,0,0,82,2,5110,0,1,1
10,22,5,0,0,91,0,5110,0,1,1
1,18,3,0,1,13,0,360,0,0,0
11,21,2,0,0,76,2,5110,0,0,1
9,21,4,0,0,92,0,5110,0,1,1
12,2,4,0,0,97,0,5110,0,0,1
12,4,6,0,0,73,0,5110,0,1,1
11,2,6,0,0,70,1,1040,0,1,1
9,0,2,0,0,86,1,5110,0,1,1
10,5,6,0,0,55,0,5110,0,1,1
11,23,6,0,1,81,2,2960,0,1,1
10,18,3,0,0,62,2,2000,0,1,1
5,15,2,0,1,2,0,10,0,0,0
8,10,4,0,0,13,1,20,0,0,0
13,1,5,0,0,86,1,5110,0,1,1
10,4,2,0,1,54,2,1190,0,0,1
11,23,4,0,0,68,0,5110,0,0,1
7,4,3,0,0,65,0,1170,0,1,1
11,20,0,0,0,88,2,5090,0,0,1
5,10,2,0,0,16,1,230,0,0,0
11,4,0,0,0,75,0,5110,0,0,1
13,3,1,0,0,52,1,2030,0,1,1
7,3,5,0,0,51,2,5110,0,1,1
9,5,3,0,0,58,0,5110,0,0,1
11,18,6,0,0,75,1,5110,0,1,1
13,2,5,0,0,85,0,5110,0,0,1
11,20,2,0,0,52,0,2860,0,1,1
9,23,2,0,0,58,0,5110,0,1,1
11,3,0,0,1,67,0,900,0,1,1
1,9,1,0,0,10,0,10,0,0,0
13,1,6,0,0,89,0,1070,0,0,1
4,22,3,0,0,51,1,5100,0,1,1
5,21,6,0,0,78,2,4580,0,0,1
3,12,0,0,0,7,0,10,0,0,0
10,23,0,0,0,59,1,5110,0,1,1
10,1,2,0,0,95,2,2630,0,0,1
3,12,2,0,1,11,2,10,0,0,0
11,22,6,0,0,59,2,5110,0,1,1
10,20,5,0,0,78,1,5110,0,1,1
1,18,2,0,1,12,0,240,0,0,0
9,23,1,0,0,56,1,5100,0,0,1
13,22,1,0,0,71,2,2810,0,1,1
13,20,0,0,0,79,1,2880,0,1,1
7,2,1,0,0,67,2,5110,0,1,1
14,0,2,0,0,95,1,50,0,1,1
10,19,6,0,0,63,2,2790,0,1,1
12,1,3,0,1,74,0,2400,0,1,1
9,2,6,0,0,89,2,5110,0,1,1
10,19,0,0,0,88,0,5110,0,1,1
9,18,2,0,0,3,1,20,0,0,0
4,12,1,0,1,6,0,220,0,0,0
1,17,1,0,1,14,1,50,0,0,0
5,11,3,0,0,3,2,10,0,0,0
12,2,3,0,0,65,2,2110,0,1,1
12,4,4,0,0,80,2,5110,0,1,1
10,4,5,0,0,78,2,5110,0,1,1
3,15,3,0,1,17,0,40,0,0,0
12,2,6,0,0,59,0,5110,0,0,1
9,20,6,0,0,72,1,5110,0,0,1
5,21,2,0,0,55,0,2910,0,1,1
12,19,3,0,0,92,2,4500,0,1,1
11,4,6,0,0,81,0,5110,0,1,1
13,21,6,0,0,59,0,5090,0,0,1
10,23,0,0,0,52,1,5110,0,1,1
12,1,4,0,0,69,0,2410,0,0,1
10,20,2,0,0,62,2,5110,0,1,1
9,19,4,0,0,90,1,5110,0,1,1
12,1,1,0,0,70,0,5100,0,0,1
12,0,3,0,0,52,1,5110,0,0,1
5,21,2,0,1,69,0,2640,0,1,1
13,20,4,0,1,84,1,1420,0,1,1
3,8,2,0,1,17,2,10,1,0,0
4,1,1,0,0,90,2,4820,0,1,1
12,22,5,0,0,89,2,5110,0,1,1
1,14,0,0,1,4,2,10,0,1,0
5,8,4,0,1,1,0,80,0,0,0
3,16,2,0,0,12,2,30,0,0,0
13,4,4,0,0,53,2,1210,0,1,1
10,5,4,0,0,63,0,2260,0,1,1
12,3,0,0,0,65,0,4440,0,1,1
13,2,0,0,0,84,0,5110,0,1,1
13,5,1,0,1,59,1,2060,0,1,1
8,0,1,0,0,92,2,5090,0,1,1
1,9,3,0,1,13,1,10,0,0,0
10,20,5,0,0,88,2,1480,0,1,1
12,21,3,0,0,93,1,5110,0,1,1
9,3,4,0,0,65,1,5110,0,1,1
13,22,5,0,0,58,2,5110,0,1,1
13,4,2,0,0,51,1,2030,0,0,1
12,21,4,0,0,81,1,1370,0,1,1
9,3,5,0,0,65,0,5110,0,1,1
10,21,6,0,0,82,0,5110,0,0,1
9,19,5,0,0,54,2,5110,0,0,1
4,8,2,0,1,17,0,10,0,0,0
13,19,4,0,0,92,2,5100,0,0,1
9,0,2,0,0,60,0,5110,0,1,1
10,18,5,0,0,95,2,5110,0,0,1
13,3,4,0,0,89,2,5110,0,0,1
6,21,3,0,0,81,1,5100,0,1,1
11,2,6,0,0,84,2,5110,0,0,1
4,11,2,0,1,0,1,1190,0,0,0
12,4,1,0,0,86,0,5110,0,1,1
4,15,0,0,1,2,2,60,0,0,0
11,23,5,0,0,88,1,1010,0,0,1
2,16,2,0,1,12,2,190,0,0,0
11,18,5,0,0,97,2,1310,0,1,1
12,0,3,0,0,54,1,5110,0,1,1
4,17,4,0,1,9,1,10,0,0,0
9,3,5,0,0,68,0,5100,0,1,1
10,19,4,0,0,54,0,5110,0,1,1
7,19,0,0,0,60,1,5110,0,1,1
9,18,3,0,0,80,1,5110,0,1,1
3,3,4,0,0,91,1,5110,0,1,1
13,1,5,0,0,79,2,5110,0,0,1
9,4,2,0,0,86,1,5110,0,1,1
9,2,3,0,0,64,2,5110,0,1,1
13,3,2,0,0,71,2,4520,0,1,1
11,2,5,0,0,74,2,5110,0,1,1
13,21,2,0,0,93,1,5110,0,0,1
2,9,1,0,0,2,2,40,0,0,0
3,8,1,0,0,8,2,20,0,0,0
9,11,3,0,1,7,1,100,0,0,0
12,4,1,0,0,72,0,5110,0,1,1
1,16,2,0,1,3,0,30,0,0,0
11,19,0,0,0,67,2,5100,0,0,1
1,16,1,0,1,4,1,40,0,0,0
9,21,1,0,0,64,1,5110,0,1,1
6,5,4,0,0,64,1,5110,0,1,1
1,14,4,0,0,5,2,10,0,0,0
2,7,4,0,1,19,1,130,0,0,0
10,18,2,0,0,94,1,5110,0,0,1
1,12,0,0,1,8,0,10,0,0,0
12,3,3,0,0,74,1,1300,0,0,1
12,2,3,0,0,79,0,5110,0,1,1
3,19,5,0,0,59,2,5110,0,1,1
13,3,0,0,0,92,0,1890,0,0,1
9,0,4,0,0,62,0,5110,0,1,1
12,19,4,0,0,78,0,5110,0,1,1
10,5,6,0,0,81,1,1120,0,1,1
9,21,1,0,0,92,1,5110,0,0,1
13,21,0,0,0,77,2,2510,0,1,1
13,23,0,0,0,58,1,5100,0,1,1
3,15,4,0,0,1,1,10,0,0,0
9,20,5,0,0,83,0,5110,0,1,1
5,23,5,0,0,61,2,5110,0,1,1
4,10,1,0,1,19,2,260,0,0,0
9,21,2,0,0,75,0,10,0,0,1
9,5,4,0,0,78,1,5110,0,1,1
1,18,2,0,0,0,0,10,0,0,0
2,11,3,0,1,4,0,10,0,0,0
10,20,0,0,0,83,2,910,0,1,1
13,20,4,0,0,74,2,5110,0,0,1
13,0,5,0,0,72,2,5110,0,1,1
12,0,5,0,0,80,1,5110,0,0,1
12,5,4,0,0,72,2,5110,0,1,1
13,3,6,0,0,67,1,5110,0,1,1
5,21,6,0,0,52,0,4820,0,1,1
9,5,4,0,1,89,1,1230,0,1,1
9,1,0,0,1,80,0,1090,0,1,1
12,0,6,0,0,77,2,4500,0,1,1
10,20,3,0,0,63,2,5110,0,0,1
12,19,6,0,0,68,0,5110,0,0,1
10,2,6,0,0,97,0,920,0,0,1
11,0,3,0,0,72,1,5110,0,1,1
11,23,4,0,1,61,1,210,0,1,1
10,20,5,0,0,98,2,5110,0,1,1
12,3,5,0,0,81,2,5110,0,1,1
4,12,0,0,1,16,1,150,0,0,0
11,22,2,0,0,55,0,2040,0,0,1
12,19,5,0,0,82,1,5100,0,1,1
11,20,0,0,0,53,2,5110,0,1,1
11,1,5,0,1,96,1,2580,0,1,1
2,9,0,0,1,5,2,190,0,0,0
9,1,4,0,0,56,2,5100,0,1,1
11,22,1,0,0,93,1,5100,0,1,1
12,2,0,0,0,77,0,5110,0,1,1
3,8,0,0,1,8,1,20,0,0,0
13,23,2,0,0,85,2,5100,0,1,1
11,20,4,0,0,63,2,2670,0,1,1
13,3,6,0,0,72,0,5110,0,1,1
11,18,1,0,0,81,0,5110,0,1,1
9,1,3,0,0,54,0,4370,0,0,1
7,11,4,0,1,1,2,20,0,0,0
9,23,6,0,0,72,2,4460,0,0,1
9,20,4,0,0,58,0,5110,0,1,1
2,12,3,0,1,16,2,10,0,0,0
12,4,5,0,0,97,1,2530,0,0,1
1,13,1,0,1,16,1,10,0,0,0
9,4,6,0,0,83,0,5110,0,1,1
7,2,3,0,0,94,2,5110,0,1,1
11,23,2,0,0,66,2,480,0,1,1
5,18,0,0,1,0,0,10,0,0,0
13,20,3,0,0,68,0,890,0,1,1
4,8,4,0,1,4,0,10,0,0,0
12,20,3,0,0,92,1,5100,0,1,1
10,2,1,0,0,70,2,5110,0,1,1
12,22,6,0,0,88,1,5110,0,1,1
13,2,3,0,0,56,0,4800,0,1,1
13,5,1,0,0,87,0,5110,0,1,1
4,7,3,0,1,16,2,50,0,0,0
13,21,4,0,0,88,2,5110,0,1,1
11,2,1,0,1,78,2,1200,0,0,1
4,23,2,0,0,96,1,1460,0,1,1
10,21,0,0,0,68,0,2310,0,1,1
10,20,4,0,0,77,0,5040,0,0,1
10,21,3,0,0,57,2,5110,0,1,1
12,18,3,0,0,19,2,30,0,0,0
14,5,1,0,0,62,2,20,0,1,1
9,4,4,0,0,87,1,5090,0,1,1
4,3,2,0,0,93,2,5110,0,1,1
11,0,2,0,1,55,0,2210,0,1,1
13,3,1,0,0,86,1,5110,0,1,1
7,0,2,0,0,99,1,5110,0,1,1
8,22,0,0,0,67,1,1360,0,0,1
9,4,6,0,0,87,2,5110,0,1,1
2,10,0,0,1,3,2,50,0,0,0
13,3,2,0,0,71,2,5110,0,1,1
8,22,6,0,0,56,0,5110,0,1,1
10,2,3,0,0,92,0,5100,0,1,1
10,23,4,0,0,61,1,5110,0,1,1
10,20,0,0,0,98,2,5110,0,0,1
9,22,1,0,0,92,2,5110,0,1,1
11,22,2,0,0,86,2,5110,0,1,1
5,10,0,0,0,13,2,50,0,1,0
11,2,2,0,0,92,2,5110,0,1,1
10,0,6,0,0,70,2,5110,0,1,1
3,23,6,0,0,78,2,5110,0,1,1
3,5,3,0,0,51,2,5110,0,1,1
12,18,6,0,0,86,2,2130,0,1,1
13,22,1,0,0,79,0,5110,0,1,1
11,3,5,0,0,51,2,2070,0,0,1
12,0,6,0,0,52,0,4510,0,1,1
9,18,1,0,0,85,1,5100,0,1,1
1,8,0,0,1,9,2,40,0,0,0
12,3,2,0,0,81,0,5110,0,0,1
12,0,3,0,0,76,2,2230,0,0,1
12,23,1,0,0,93,0,1390,0,1,1
8,12,2,0,1,1,2,200,0,0,0
3,10,2,0,1,18,2,290,0,0,0
5,20,5,0,0,81,1,1890,0,1,1
12,0,1,0,0,85,2,4790,0,1,1
9,20,6,0,0,51,2,5010,0,1,1
12,22,3,0,0,64,1,5110,0,0,1
9,19,6,0,0,83,0,4530,0,1,1
9,2,5,0,0,92,0,5110,0,1,1
4,2,0,0,0,96,1,4820,0,1,1
13,5,0,0,0,96,1,5110,0,1,1
11,2,5,0,0,63,2,5110,0,1,1
12,22,5,0,0,73,2,4800,0,1,1
10,22,4,0,1,68,2,10,0,1,1
11,22,6,0,0,96,0,5110,0,1,1
10,21,1,0,0,86,2,1220,0,1,1
11,5,1,0,1,80,2,1100,0,1,1
10,1,4,0,0,63,2,5110,0,0,1
3,8,3,0,1,13,0,250,0,0,0
10,20,0,0,0,53,0,5110,0,0,1
3,12,0,0,1,11,1,110,0,0,0
10,3,1,0,1,86,2,1370,0,0,1
12,22,3,0,1,91,2,2600,0,1,1
10,3,2,0,0,55,1,610,0,1,1
10,2,2,0,0,60,2,5110,0,1,1
10,1,3,0,0,85,2,5110,0,0,1
13,5,1,0,0,52,2,5110,0,0,1
2,16,4,0,1,8,0,80,0,0,0
9,23,0,0,0,62,1,2580,0,1,1
12,1,5,0,0,52,2,5100,0,0,1
13,1,2,0,0,59,2,5110,0,0,1
9,4,6,0,0,72,2,5100,0,0,1
12,2,6,0,0,94,2,5110,0,1,1
12,1,3,0,0,97,1,5110,0,1,1
1,9,4,0,0,4,2,20,0,0,0
10,18,1,0,0,57,2,5110,0,1,1
10,21,3,0,0,56,1,4510,0,1,1
10,20,3,0,0,88,0,5110,0,1,1
11,22,2,0,0,55,0,5110,0,1,1
9,5,6,0,0,78,1,2250,0,1,1
1,14,1,0,1,13,2,2940,0,0,0
13,1,3,0,0,65,1,5110,0,1,1
4,7,4,0,1,3,1,60,0,0,0
9,19,0,0,0,81,1,5110,0,1,1
14,2,6,0,1,87,2,30,0,1,1
3,14,3,0,1,1,1,160,0,0,0
12,1,2,0,1,70,2,1310,0,1,1
9,21,5,0,0,80,2,2480,0,1,1
1,18,2,0,1,14,0,130,0,0,0
13,23,5,0,0,63,0,5110,0,0,1
12,5,0,0,0,79,2,2030,0,1,1
10,5,0,0,0,55,1,5100,0,1,1
5,7,1,0,1,2,0,180,0,0,0
4,4,2,0,0,77,0,5100,0,1,1
1,17,3,0,1,1,0,180,0,0,0
13,20,6,0,0,58,0,5110,0,1,1
11,21,6,0,0,68,2,5090,0,1,1
9,18,6,0,0,53,0,5110,0,1,1
4,11,1,0,1,11,0,60,0,0,0
10,5,6,0,0,74,0,1270,0,1,1
13,0,6,0,0,82,1,2420,0,1,1
12,22,6,0,0,75,0,5110,0,0,1
11,18,0,0,0,80,2,5110,0,0,1
10,3,6,0,0,93,2,5110,0,0,1
8,16,3,0,1,14,1,10,0,0,0
11,3,6,0,0,61,1,5110,0,0,1
9,22,3,0,0,80,1,1380,0,1,1
6,4,1,0,0,97,1,5100,0,0,1
12,2,6,0,0,62,2,5110,0,1,1
2,13,4,0,1,5,0,10,0,0,0
13,2,6,0,0,95,1,5110,0,1,1
13,23,6,0,0,57,0,5110,0,1,1
9,2,4,0,0,63,2,2340,0,1,1
11,18,5,0,0,57,0,1380,0,1,1
10,22,0,0,0,75,0,4490,0,1,1
5,10,1,0,1,18,2,10,0,0,0
10,23,2,0,0,96,0,5090,0,1,1
12,4,6,0,0,77,1,1160,0,1,1
10,22,2,0,0,50,2,4750,0,1,1
2,16,4,0,1,6,1,40,0,0,0
10,19,6,0,0,50,1,5110,0,1,1
8,19,0,0,0,70,1,4860,0,0,1
3,7,1,0,1,10,2,140,0,0,0
13,0,2,0,0,98,2,5080,0,1,1
10,20,1,0,0,90,2,1250,0,1,1
10,21,5,0,0,57,1,1370,0,1,1
5,23,5,0,1,94,2,1140,0,0,1
4,14,2,0,1,1,1,20,0,0,0
13,19,0,0,0,70,0,5110,0,1,1
8,22,2,0,0,93,1,2300,0,1,1
5,4,1,0,0,83,2,5110,0,1,1
10,0,1,0,0,98,0,2740,0,0,1
12,5,3,0,0,56,2,5110,0,1,1
10,18,3,0,0,54,0,1130,0,0,1
13,18,4,0,0,90,2,5110,0,1,1
11,23,6,0,0,69,0,5100,0,1,1
1,7,0,0,1,8,2,170,0,0,0
8,17,3,0,0,6,1,80,0,0,0
